,musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,Lyrics,Avg. Words/Sentence in Song,Avg. Words/Second in Song,Chorus Lyrics,Avg. Words/Sentence in Chorus,Avg. Words/Second in Chorus
235,296,296.mp3,You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack),37.13,02:05,02:40,,0.0,0.0,,0.0,0.0
236,297,297.mp3,My Girl,Dylan Scott,Dylan Scott,36.13,02:30,03:04, she looks so pretty with no makeup on you should hear her talkin to her momma on phone i love it when she raps to an eminem song thats my girl man her eyes really drive me crazy you should see her smile when she holds a baby i can honestly say that she saved me my girl yeah yeah thats my girl in the passenger seat windows down dancing around causin a scene thats my girl sippin crown and sprite in a ball cap turned back ooh she got me like yeah baby girl you gone and done it again makin all the guys wish you were with them but i bet they dont see what i see when i see my girl every night before she goes to bed she hits her knees and bows her head thanks the lord for another day i just thank him for my girl yeah thats my girl in the passenger seat windows down dancing around causin a scene thats my girl sippin crown and sprite in a ball cap turned back ooh she got me like yeah baby girl you gone and done it again makin all the guys wish you were with them but i bet they dont see what i see when i see my girl oh my girl nan yea thats my girl nan in my truck in the songs that i sing with the radio up my girl in my heart in my soul in the air that i breathe every day thats my girl yeah everything my girl yeah thats my girl in the passenger seat windows down dancing around causin a scene thats my girl sippin crown and sprite in a ball cap turned back ooh she got me like yeah baby girl you gone and done it again makin all the guys wish you were with them but i bet they dont see what i see when i see my girl oh my girl yeah thats my girl nan nan,6.017857142857143,1.6683168316831682, yeah everything my girl yeah thats my girl in the passenger seat windows down dancing around causin a scene thats my girl sippin crown and sprite in a ball cap turned back ooh she got me like yeah baby girl you gone and done it again makin all the guys wish you were with them but i bet they dont see what i see when i see my girl oh my girl yeah thats my girl nan,5.571428571428571,2.1588707445336284
237,298,298.mp3,Castle on the Hill,Ed Sheeran,÷ (Deluxe),29.11,03:45,04:12, when i was six years old i broke my leg and i was running from my brother and his friends and tasted the sweet perfume of the mountain grass i rolled down i was younger then take me back to when i found my heart and broke it here made my friends and lost them through the years and ive not seen the roaring fields in so long i know ive grown i cant wait to go home im on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you made me feel its real we watched the sunset over the castle on the hill nan fifteen years old and smoking handrolled cigarettes running from the law through the backfields and getting drunk with my friends had my first kiss on a friday night i dont reckon that i did it right but i was younger then take me back to when we found weekend jobs when we got paid wed buy cheap spirits and drink them straight me and my friends have not thrown up in so long oh how weve grown i cant wait to go home im on my way driving at 90 down those country lanes singing to tiny dancer and i miss the way you made me feel its real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill nan one friend left to sell clothes one works down by the coast one had two kids but lives alone ones brother overdosed ones already on his second wife ones just barely getting by but these people raised me and i cant wait to go home and im on my way i still remember these old country lanes when we did not know the answers and i miss the way you made me feel its real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill nan,5.766666666666667,1.3155893536121672, and i miss the way you made me feel its real we watched the sunset over the castle on the hill over the castle on the hill over the castle on the hill nan,5.833333333333333,1.202335967021642
238,299,299.mp3,How Would You Feel (Paean),Ed Sheeran,÷ (Deluxe),34.12,03:42,04:14, you are the one girl you know that its true im feeling younger every time that im alone with you nan we were sitting in a parked car stealing kisses in a front yard we got questions we shouldnt had asked but nan how would you feel if i told you i loved you its just something that i want to do im taking my time spending my life falling deeper in love with you so tell me that you love me too nan in the summer as the lilacs blew blood flows deeper than a river every moment that i spend with you nan we were sat upon our best friends roof i had both of my arms around you watching the sunrise replace the moon nan how would you feel if i told you i loved you its just something that i want to do im taking my time spending my life falling deeper in love with you so tell me that you love me too nan we were sitting in a parked car stealing kisses in a front yard we got questions we shouldnt had asked nan how would you feel if i told you i loved you its just something that i want to do im taking my time spending my life falling deeper in love with you so tell me that you love me too tell me that you love me too tell me that you love me too nan,5.590909090909091,0.8848920863309353, how would you feel if i told you i loved you its just something that i want to do im taking my time spending my life falling deeper in love with you so tell me that you love me too tell me that you love me too,6.857142857142857,1.406799531066823
239,300,300.mp3,06-ed_sheeran-photograph,Ed Sheeran,X (Deluxe Edition),36.13,03:19,03:53,,0.0,0.0,,0.0,0.0
240,301,301.mp3,Shape of You,Ed Sheeran,Shape of You,42.13,03:10,03:50, the club isnt the best place to find a lover so the bar is where i go me and my friends at the table doing shots drinking faster and then we talk slow you come over and start up a conversation with just me and trust me ill give it a chance now take my hand stop put van the man on the jukebox and then we start to dance and now im singing like nan girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy dont mind me say boy lets not talk too much grab on my waist and put that body on me come on now follow my lead comecome on now follow my lead nan im in love with the shape of you we push and pull like a magnet do although my heart is falling too im in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body ohiohiohiohi im in love with your body ohiohiohiohi im in love with your body ohiohiohiohi im in love with your body every day discovering something brand new im in love with the shape of you nan one week in we let the story begin were going out on our first date but you and me are thrifty so go all you can eat fill up your bag and i fill up a plate we talk for hours and hours about the sweet and the sour and how your family is doin okay and leave and get in a taxi we kiss in the backseat tell the driver make the radio play and im singing like nan girl you know i want your love your love was handmade for somebody like me come on now follow my lead i may be crazy dont mind me say boy lets not talk too much grab on my waist and put that body on me come on now follow my lead comecome on now follow my lead nan im in love with the shape of you we push and pull like a magnet do although my heart is falling too im in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body ohiohiohiohi im in love with your body ohiohiohiohi im in love with your body ohiohiohiohi im in love with your body every day discovering something brand new im in love with the shape of you nan come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on come on be my baby come on nan im in love with the shape of you we push and pull like a magnet too although my heart is falling too im in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body come on be my baby come on come on be my baby come on im in love with your body come on be my baby come on come on be my baby come on im in love with your body come on be my baby come on come on be my baby come on im in love with your body every day discovering something brand new im in love with the shape of you nan,6.454545454545454,2.6625, nan im in love with the shape of you we push and pull like a magnet too although my heart is falling too im in love with your body last night you were in my room and now my bedsheets smell like you every day discovering something brand new im in love with your body come on be my baby come on come on be my baby come on im in love with your body come on be my baby come on come on be my baby come on im in love with your body come on be my baby come on come on be my baby come on im in love with your body every day discovering something brand new im in love with the shape of you nan,6.238095238095238,3.109423213861856
241,302,302.mp3,Thinking Out Loud,Ed Sheeran,Bridget Jones’s Baby,23.09,03:29,03:50,,0.0,0.0,,0.0,0.0
242,303,303.mp3,Mr. Blue Sky (Album Version),Electric Light Orchestra,Flashback,33.12,03:19,03:50, sun is shinin in the sky there aint a cloud in sight its stopped rainin everybodys in their play and dont you know its a beautiful new day hey hey hey runnin down the avenue pant see how the sun shines brightly in the city on the streets where once was pity mr blue sky is living here today hey hey hey mr blue sky please tell us why you had to hide away for so long so long where did we go wrong mr blue sky please tell us why you had to hide away for so long so long where did we go wrong hey you with the pretty face welcome to the human race a celebration mr blue skys up there waitin and today is the day weve waited for oh oh oh mr blue sky please tell us why you had to hide away for so long so long where did we go wrong hey there mr blue were so pleased to be with you look around see what you do everybody smiles at you hey there mr blue were so pleased to be with you look around see what you do everybody smiles at you mr blue you did it right but soon comes mr night creepin over now his hand is on your shoulder never mind ill remember you this ill remember you way this mr blue sky please tell us why you had to hide away for so long so long where did we go wrong hey there mr blue were so pleased to be with you look around see what you do everybody smiles at you,5.5,1.375, everybody smiles at you,5.0,0.15096618357487923
243,304,304.mp3,America's Sweetheart,Elle King,Love Stuff,48.15,02:56,03:42, no there aint nothing that i gotta prove you think your words will make me black and blue but i i think im pretty with these old boots on i think its funny when i drink too much hey you try and change me you can go to hell cause i dont want to be nobody else i like the chip i got in my front teeth and i got bad tattoos you wont believe so kick out the jams kick up the soul pour another glass of that rock and roll turn up the band fire in the hole gonna lose control tonight what do you want from me im not americas sweetheart so beat the drum with me im not americas sweetheart well they say im too loud for this town so i lit a match and burned it down what do you want from me im not americas sweet heart but you love me anyway my hands are dirty and my heart is cold the boys ive been with say i got no soul when i i meet another honey at the bar ill think its funny when i break his heart mmm now my kind of medicine is whiskey straight i got a mouth to put you in your place and they they said ill never be the poster type but they dont make posters of my kind of life so kick out the jams kick up the soul pour another glass of that rock and roll turn up the band fire in the hole gonna lose control tonight what do you want from me im not americas sweetheart so beat the drum with me im not americas sweetheart well they say im too loud for this town so i lit a match and burned it down what do you want from me im not americas sweetheart but you love me anyway you love me anyway kick out the jams kick up the soul pour another glass of that rock and roll turn up the band fire in the hole holler if you ready gonna lose control kick out the jams kick up the soul pour another glass of that rock and roll turn up the band fire in the hole gonna lose control tonight what do you want from me im not americas sweetheart so beat the drum with me im not americas sweetheart well they say im too loud for this town so i lit a match and burned it down what do you want from me im not americas sweetheart but you love me anyway you love me anyway im not americas sweetheart nan,8.5,1.83402489626556, what do you want from me im not americas sweetheart so beat the drum with me im not americas sweetheart well they say im too loud for this town so i lit a match and burned it down what do you want from me im not americas sweetheart but you love me anyway you love me anyway im not americas sweetheart,8.857142857142858,1.2876427829698858
244,305,305.mp3,Still Falling For You,Ellie Goulding,Still Falling For You,40.14,03:07,03:45, fire and ice this love is like fire and ice this love is like rain and blue skies this love is like sun on the rise this love got me rolling the dice dont let me lose still falling for you still falling for you nan beautiful mind your heart got a story with mine your heart got me hurting at times your heart gave me new kind of highs your heart got me feeling so fine so what to do still falling for you still falling for you nan it took us a while with every breath a new day with love on the line weve had our share of mistakes but all your flaws and scars are mine still falling for you still falling for you nan and just like that all i breathe all i feel you are all for me im in and just like that all i breathe all i feel you are all for me no one can lift me catch me the way that you do im still falling for you nan brighter than gold this love shining brighter than gold this love is like letters in bold this love is like out of control this love is never growing old you make it new still falling for you still falling for you nan it took us a while because we were young and unsure with love on the line what if we both would need more but all your flaws and scars are mine still falling for you still falling for you still falling for you nan and just like that all i breathe all i feel you are all for me im in and just like that all i breathe all i feel you are all for me no one can lift me catch me the way that you do im still falling for you nan falling crash into my arms love you like this like a first kiss never let go falling crash into my arms never breaking what we got still falling for you still falling for  nan and just like that all i breathe all i feel you are all for me im in and just like that all i breathe all i feel you are all for me all for me nan and just like that all i feel is you all i feel is you you are all for me im still falling  and just like that all i feel is you all i feel is you you are all for me no one can lift me catch me the way that you do im still falling for you,4.505050505050505,1.8506224066390042, and just like that all i breathe all i feel you are all for me im in and just like that all i breathe all i feel you are all for me all for me nan and just like that all i feel is you all i feel is you you are all for me im still falling  and just like that all i feel is you all i feel is you you are all for me no one can lift me catch me the way that you do,4.333333333333333,2.2670652715495763
245,306,306.mp3,Step Into Christmas,Elton John,Caribou,62.18,03:22,04:22, welcome to my christmas song id like to thank you for the year so im sending you this christmas card to say its nice to have you here id like to sing about all the things your eyes and mind can see so hop aboard the turntable oh step into christmas with me step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free take care in all you do next year and keep smiling through the days if we can help to entertain you oh we will find the ways so merry christmas one and all theres no place id rather be than asking you if youd oblige stepping into christmas with me step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free welcome to my christmas song id like to thank you for the year so im sending you this christmas card to say its nice to have you here id like to sing about all the things your eyes and mind can see so hop aboard the turntable oh step into christmas with me step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free step step into christmas oh for ever and ever yeah come along with me now step step into christmas oh for ever and ever yeah come along with me now,5.029850746268656,1.2389705882352942, lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free step into christmas lets join together we can watch the snow fall forever and ever eat drink and be merry come along with me step into christmas the admissions free step step into christmas oh for ever and ever yeah come along with me now step step into christmas oh for ever and ever yeah come along with me now,4.190476190476191,1.4152460598263108
246,307,307.mp3,Hurts,Emeli Sandé,Hurts,37.13,03:01,03:36, baby im not made of stone it hurts loving you the way i do it hurts hold tight its a singalong im alright im alright but i could be wrong baby i know you remember me 53 in the back of the lavory come on you could lease try to look at me oh man oh man what a tragedy ha ha bang bang there goes paradise i chill why we always had to roll the dice la la heartbeat on the regular to seats in the back of the cinema hazy ah yeah youre forgetting it and all the mad shit we did after that crazy nan your hearts come whatever i swear your giving me shivers shivers baby im not made of stone it hurts loving you the way i do it hurts when all thats left to do is watch it hurts oh baby im not made of stone it hurts nan hold on its a marathon run fast run fast like the rivers run got this never seen in the restaurant hard took a minute for the pain i got through though my tears dont fall to often but your knife is cutting too deep deep deep deep x4 nan baby im not made of stone it hurts loving you the way i do it hurts when all thats left to do is watch it hurts oh baby im not made of stone it hurts nan it hurts the way that you pretend you dont remember it hurts the way that you forget our times together like the time laid in bed and you said its forever baby i cant i cant explain no more nan baby im not made of stone it hurts loving you the way i do it hurts when all thats left to do is watch it hurts oh baby im not made of stone it hurts oh baby im not made of stone it hurts loving you the way i do it hurts,4.690140845070423,1.3875, baby im not made of stone it hurts loving you the way i do it hurts when all thats left to do is watch it hurts oh baby im not made of stone it hurts oh baby im not made of stone,4.777777777777778,1.1580931861028816
247,308,308.mp3,Love The Way You Lie,Eminem,Now Thats What I disposition Music! 37 (US Retail),24.09,03:47,04:09, just gonna stand there and watch me burn but thats alright because i like the way it hurts just gonna stand there and hear me cry but thats alright because i love the way you lie i love the way you lie i cant tell you what it really is i can only tell you what it feels like and right now theres a steel knife in my windpipe i cant breathe but i still fight while i can fight as long as the wrong feels right its like im in flight high off the love drunk from my hate its like im huffing paint and i love her the more i suffer i suffocate and right before im about to drown she resuscitates me she ****ing hates me and i love it wait where you going im leaving you no you aint come back were running right back here we go again its so insane cus when its going good its going great im superman with the wind at his back shes louis lane but when its bad its awful i feel so ashamed i snap whos that dude i dont even know his name i laid hands on him ill never stoop so low again i guess i dont know my own strength just gonna stand there and watch me burn but thats alright because i like the way it hurts just gonna stand there and hear me cry but thats alright because i love the way you lie i love the way you lie you ever love somebody so much you can barely breathe when youre with em you meet and neither one of you even know what hit em got that warm fuzzy feeling yeah them those chills you used to get em now youre getting ****ing sick of looking at him you swore youd never hit him never do nothing to hurt him now youre in each others face spewing venom in your words when you spit them you push pull each others hair scratch claw hit him throw him down pin him so lost in the moments when youre in them its a race thats the culprit controls your boat so they say youre best to go your separate ways guess if they dont know you cus today that was yesterday yesterday is over its a different day sound like broken records playing over but you promised her next time you show restraint you dont get another chance life is no nintendo game but you lied again now you get to watch her leave out the window i guess thats why they call it window pain just gonna stand there and watch me burn but thats alright because i like the way it hurts just gonna stand there and hear me cry but thats alright because i love the way you lie i love the way you lie now i know he said things hit things that we didnt mean and we fall back into the same patterns same routine but your tempers just as bad as mine is youre the same as me but when it comes to love youre just as blinded baby please come back it wasnt you baby it was me maybe our relationship wasnt as crazy as it seemed maybe thats what happens when a tornado meets a volcano all i know is i love you too much to walk away though come inside pick up your bags off the sidewalk dont you hear sincerity in my voice when i talk i told you this is my fault look me in the eye ball next time im pissed i lay my fist at the drywall next time there wont be no next time i apologize even though i know its lies im tired of the games i just want her back i know im a liar if she ever tries to ****ing leave again ima tie her to the bed and set this house on fire just gonna stand there and watch me burn but thats alright because i like the way it hurts just gonna stand there and hear me cry but thats alright because i love the way you lie i love the way you lie i love the way you lie,9.179487179487179,2.722433460076046, just gonna stand there and watch me burn but thats alright because i like the way it hurts just gonna stand there and hear me cry but thats alright because i love the way you lie i love the way you lie i love the way you lie,9.8,2.03403902034039
248,309,309.mp3,Infinite,Eminem,,26.1,03:31,03:55, oh yeah this is eminem baby back up in that mother******* ass one time for your mother ******* mind we represent the 313 you know what im saying cause they dont know *************t about this for the 96 nan ayo my pen and paper cause a chain reaction to get your brain relaxin cause they be actin maniac in action a brainiac in fact son you mainly lack attraction you looking zany whack with just a fraction of my tracks spun my rhyming skills got you climbing hills i travel through your mind until you spine like siren drills im sliming grills of roaches with sprayed on disinfectants with some ex rappers till their spinal column disconnects we disinfect then check the monologue turn your system up twist them up and indulge in the marijuana smoke this is the season for noise pollution contamination examination of more cartoons than animation my lamination of narration hits a snare and bass of track ****** up rapper interrogation when i declare invasion there aint no time to be stare and gazing i turn the stage into a barren wasteland im infinite nan you heard of hell well i was sent from it i went to its surface and sentenced for murdering instruments now im trying to repent from it but when i hear the beat im tempted to make another attempt at it im infinite nan bust it i let the beat commence so i can beat the sense of your elite defense i got to meet the fence fruit was stompin at your feet to rinse i greet intensive ladies i spoil all your fans i foil plans and leave fluids leaking like oil bands my coil hands around this microphone lethal one thought in my cerebral is deeper then a jeep full of people mcs are feeble i came to cause some pandemonium battle a band of phony mcs and stand the only one imitator intimidator stimulator simulator of data eliminator theres never been a greater since the burial of jesus ************* around and catch all of the venereal diseases my thesis will smash a stereo to pieces my accapella releases plastic masterpieces through telekinesis and eases you mentally gently sentimentally instrumentally with entity dementedly meant to be infinite nan you heard of hell well i was sent from it i went to its surface and sentenced for murdering instruments now im trying to repent from it but when i hear the beat im tempted to make another attempt at it infinite nan man i got evidence im never dense and i been clever ever since my residence was hesitant to do some *************t that represents the mo so im assuming all responsibility cause theres a monster will in me that always wants to kill mcs mic messaler slamming like a wrestler here to make a mess of a lyric smuggling embezzler no one is speacialer my skill is intergalactical i get cynical at a fool then i send a crew back to school i never packed a tool or acted cool it wasnt practical id rather led a tactful tractical track for your fancy in fact i cant see or cant imagine a man who aint a lover of beats or a fan of scratching this is for my family the kid who had a cameo on my last jam plus the man who never had a plan b be all you can be cause once you make an instant hit im tense to be tempted when i see the sins my friends commit im infinite nan you heard of hell well i was sent from it i went to its surface and sentenced for murdering instruments now im trying to repent from it but when i hear the beat im tempted to make another attempt at it im infinite you heard of hell well i was sent from it i went to its surface and sentenced for murdering instruments now im trying to repent from it but when i hear the beat im tempted to make another attempt at it im infinite,9.0,2.8381742738589213, nan,2.0,0.07662835249042145
249,310,310.mp3,Something There,Emma Watson,Beauty and the Beast (Original Motion Picture Soundtrack),29.11,01:33,02:00, theres something sweet and almost kind but he was mean and he was coarse and unrefined and now hes dear and so unsure i wonder why i didnt see it there before nan she glanced this way i thought i saw and when we touched she didnt shudder at my paw no it cant be ill just ignore but then shes never looked at me that way before nan new and a bit alarming whod have ever thought that this could be true that hes no prince charming but theres something in him that i simply didnt see nan well whod have thought nan well bless my soul nan well whod have known nan well who indeed and whod have guessed theyd come together on their own nan its so peculiar wait and see nan well wait and see a few days more there may be something there that wasnt there before nan heres a thought perhaps theres something there that wasnt there before nan what mama nan there may be something there that wasnt there before nan what is it whats there nan ill tell you when youre older nan ok im older nan chip oh,4.604651162790698,1.1379310344827587, new and a bit alarming whod have ever thought that this could be true that hes no prince charming but theres something in him that i simply didnt see nan,6.2,1.0649261422191687
250,311,311.mp3,Súbeme La Radio,Enrique Iglesias,Súbeme La Radio,13.07,03:00,03:11, súbeme la radio tratráeme el alcohol súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol ya no me importa nada ni el día ni la hora si lo he perdido todo me has dejado en las sombras te juro que te pienso hago el mejor intento el tiempo pasa lento y yo me voy muriendo y yo me voy muriendo si llega la noche y tú no contestas te juro me quedo esperando en tu puerta vivo pasando las noches en vela y sigo cantando bajo la luna llena súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol huyendo del pasado en cada madrugada no encuentro ningún modo de borrar nuestra historia a su salud bebiendo a su salud bebiendo mientras me quede aliento mientras me quede aliento solo le estoy pidiendo solo te estoy pidiendo romper este silencio romper este silencio súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol ando loco y desesperado en busca de tu amor no me dejes en esta soledad te pido en verdad te digo vuelve conmigo si tú me llamas te juro que bailamos y yo quiero verte ya ya no aguanto más quiero darte calor solo una vez más ya no aguanto más quiero verte ya oh yo no te miento todavía te espero sabes bien que te quiero no sé vivir sin ti yo no te miento todavía te espero sabes bien que te quiero no se vivir sin ti súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio tráeme el alcohol súbeme la radio,5.7875,2.204761904761905, súbeme la radio que esta es mi canción siente el bajo que va subiendo tráeme el alcohol que quita el dolor hoy vamos a juntar la luna y el sol súbeme la radio tráeme el alcohol,6.166666666666667,2.8309104820198927
251,312,312.mp3,DUELE EL CORAZON,Enrique Iglesias,DUELE EL CORAZON,32.1,02:33,03:03,,0.0,0.0,,0.0,0.0
252,313,313.mp3,Kill a Word,Eric Church,Mr. Misunderstood,22.1,02:22,02:42, if i could kill a word and watch it die id poison never shoot goodbye and beat regret when i felt i had the nerve yeah id pound fear into a pile of sand choke lonely out with my bare hands and id hang hate so that it cant be heard if i could only kill a word yeah id take brokenness out back and break heartbreak stand there and laugh right in its face while shootin it the bird id put upset down in its place id squeeze the life out of disgrace lay over under six cold feet of dirt if i could only kill a word give me sticks give me stones bend my body break my bones use staff and rod to turn me black and blue cause you cant unhear you cant unsay but if were up to me to change id turn lies and hate to love and truth if i could only kill a word id knock out temptations teeth id sever evil and let it bleed light up wicked stand and watch it burn id take vice and id take vile and tie em up there with hostile hang em high and leave em for the birds if i could only kill a word so give me sticks give me stones bend my body break my bones use staff and rod to turn me black and blue cause you cant unhear you cant unsay but if were up to me to change id turn lies and hate to love and truth if i could only kill a word yeah if i could only kill a word,7.638888888888889,1.4705882352941178, so give me sticks give me stones bend my body break my bones use staff and rod to turn me black and blue cause you cant unhear you cant unsay but if were up to me to change id turn lies and hate to love and truth if i could only kill a word,7.857142857142857,2.48868778280543
253,314,314.mp3,Record Year,Eric Church,Mr. Misunderstood,29.11,02:10,02:37, since you turned the tables on me ive been steady and learnin lonely keepin this turntable spinnin everything from jones to jennings slowly plannin my survival in a threefoot stack of vinyl since you had to walk on outta here ive been havin a record year i bet you thought before you left id just sit in silence by myself turn this house into a jail dyin slow in a livin hell but loves got a funny way of keepin score and your leavin lit up my scoreboard i usually make it through side a sober all bets are off when i flip her over one bourbon one scotch one beer im havin a record year quarter notes and hanks half time are poundin on this heart of mine song to song i pass my time with these speakers on ten your goodandgone keeps me up all night along with songs in the key of life im either gonna get over you or im gonna blow out my ears yeah youre out there now doin god knows how and im stuck here havin a record year your leavin left me goin crazy im countin on a needle to save me i drop it in the groove and we go round and round and down in a spiral i guess i really oughta call and thank you i rediscovered red headed stranger got down with old james brown and found new grass revival if you find your way back i owe you a beer for my record year quarter notes and hanks half time are poundin on this heart of mine song to song i pass my time with these speakers on ten your goodandgone keeps me up all night along with songs in the key of life im either gonna get over you or im gonna blow out my ears yeah youre out there now doin god knows how but im stuck here havin a record year yeah im havin a record year,6.423076923076923,1.8977272727272727, quarter notes and hanks half time are poundin on this heart of mine song to song i pass my time with these speakers on ten your goodandgone keeps me up all night along with songs in the key of life im either gonna get over you or im gonna blow out my ears yeah youre out there now doin god knows how but im stuck here havin a record year,6.454545454545454,2.4390243902439024
254,315,315.mp3,Bring Me To Life,Evanescence,Daredevil - The Album (Music From The Motion Picture),44.14,03:00,03:42,,0.0,0.0,,0.0,0.0
255,316,316.mp3,Be Our Guest,Ewan McGregor,Beauty and the Beast (Original Motion Picture Soundtrack),64.17,03:41,04:43,,0.0,0.0,,0.0,0.0
256,317,317.mp3,Be Our Guest,Ewan McGregor,Beauty and the Beast (Original Motion Picture Soundtrack),64.17,03:41,04:43,,0.0,0.0,,0.0,0.0
257,318,318.mp3,Capsize,Emily Warren,Capsize,33.12,02:58,03:29,,0.0,0.0,,0.0,0.0
258,319,319.mp3,Keep Your Eyes On Me,Faith Hill,Stars (The Shack Version),30.11,03:25,03:53, aint it just like a tear to go and blur out everything aint it just like glass to fall and break so easily aint it just like love to leave a mark on the skin and underneath yeah when the pain goes and shadows everything keep your eyes on me keep your eyes on me when it hurts to much to see keep your eyes on me aint it the sinner who gets all the grace sometimes aint it the saint who picks up the pieces left behind yeah and its human to hurt the one you hurt the one you love the most and you cant find the sun keep your eyes on me when youre lost in the dark keep your eyes on me when the light in your heart is too burned out to see keep your eyes on me you swear youre all alone sometimes keep your eyes on me and you cant find your way home sometimes keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me when youre lost in the dark keep your eyes on me when you cant find your way home keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me,5.7560975609756095,0.9477911646586346, keep your eyes on me when youre lost in the dark keep your eyes on me when you cant find your way home keep your eyes on me keep your eyes on me keep your eyes on me keep your eyes on me,5.5,1.4613085353703088
259,320,320.mp3,Subeme la Radio,Farandula Boys,Subeme la Radio,14.06,03:00,03:12,,0.0,0.0,,0.0,0.0
260,321,321.mp3,All the Way Up,Fat Joe,All the Way Up,42.13,02:20,03:00,,0.0,0.0,,0.0,0.0
261,323,323.mp3,Life Goes On,Fergie,Life Goes On,22.1,03:06,03:26,,0.0,0.0,,0.0,0.0
262,324,324.mp3,M.I.L.F. $,Fergie,M.I.L.F. $,24.09,02:03,02:25, you got that you got that you got that milk money i got that i got that i got that milf money you got that you got that you got that milk money i got that i got that i got that milf money nan i got that milf money nan i got that milf money nan i got that milf money nan i got that milf money heard you in the mood for a little milkshake welcome to the dairy duchess love factory i could whip it up fix you up straight away come on in the front door love in the back door whip it flip it hey been working extra service to give it to ya didnt mean to make you nervous you mother****er you got that you got that you got that milk money i got that i got that i got that milf money nan i got that milf money nan i got that milf money me and the girls up in the club hating ass hoes but i dont give a **** running em muck owning the spot buying the bar like i bottle these rocks i been working all week now where the hell is my drink hair and nails is on fleek all my girls on fleek cause we independent do you know what that means cant see me broke im paid you heard about me im saying you got that you got that you got that milk money i got that i got that i got that milf money you got that you got that you got that milk money i got that i got that i got that milf ive been wearin this up ive been tippin this cup ive been waiting my turn ive been working so hard got my spirit turnt up and i cant stop now ive been running so long i been vibing so strong i want it i need it i got it for real i love it i want it ill feed you this meal and mama i did it the top of the hill been a minute dont forget it mutha f**ka im ill nan now lemme see you milkshake nan lemme see you milkshake nan i got that milf money nan i got that milf money nan i got that milf money nan lemme see you milkshake i got that milf money nan i got that milf money nan i got that milf money been working extra service to give it to ya didnt mean to make you nervous to give it to ya nan you mother****er nan,4.505154639175258,2.570588235294118, nan lemme see you milkshake nan i got that milf money nan i got that milf money nan i got that milf money nan lemme see you milkshake i got that milf money nan i got that milf money nan i got that milf money been working extra service to give it to ya,3.4375,2.2831050228310503
